,Week Ending Date,State,Observed Number,Upper Bound Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Outcome
11195,2020-01-04,Connecticut,632.0,719.0,655.0,0.0,0.0,"All causes, excluding COVID-19"
11196,2020-01-11,Connecticut,629.0,728.0,664.0,0.0,0.0,"All causes, excluding COVID-19"
11197,2020-01-18,Connecticut,639.0,732.0,671.0,0.0,0.0,"All causes, excluding COVID-19"
11198,2020-01-25,Connecticut,652.0,740.0,679.0,0.0,0.0,"All causes, excluding COVID-19"
11199,2020-02-01,Connecticut,681.0,742.0,680.0,0.0,1.0,"All causes, excluding COVID-19"
11200,2020-02-08,Connecticut,649.0,741.0,678.0,0.0,0.0,"All causes, excluding COVID-19"
11201,2020-02-15,Connecticut,633.0,724.0,664.0,0.0,0.0,"All causes, excluding COVID-19"
11202,2020-02-22,Connecticut,649.0,725.0,665.0,0.0,0.0,"All causes, excluding COVID-19"
11203,2020-02-29,Connecticut,635.0,711.0,655.0,0.0,0.0,"All causes, excluding COVID-19"
11204,2020-03-07,Connecticut,628.0,709.0,652.0,0.0,0.0,"All causes, excluding COVID-19"
11205,2020-03-14,Connecticut,634.0,705.0,647.0,0.0,0.0,"All causes, excluding COVID-19"
11206,2020-03-21,Connecticut,672.0,704.0,643.0,0.0,29.0,"All causes, excluding COVID-19"
11207,2020-03-28,Connecticut,723.0,707.0,649.0,16.0,74.0,"All causes, excluding COVID-19"
11208,2020-04-04,Connecticut,753.0,700.0,643.0,53.0,110.0,"All causes, excluding COVID-19"
11209,2020-04-11,Connecticut,884.0,697.0,642.0,187.0,242.0,"All causes, excluding COVID-19"
11210,2020-04-18,Connecticut,850.0,690.0,635.0,160.0,215.0,"All causes, excluding COVID-19"
11211,2020-04-25,Connecticut,797.0,680.0,623.0,117.0,174.0,"All causes, excluding COVID-19"
11212,2020-05-02,Connecticut,700.0,660.0,606.0,40.0,94.0,"All causes, excluding COVID-19"
11213,2020-05-09,Connecticut,683.0,653.0,598.0,30.0,85.0,"All causes, excluding COVID-19"
11214,2020-05-16,Connecticut,646.0,634.0,582.0,12.0,64.0,"All causes, excluding COVID-19"
11215,2020-05-23,Connecticut,548.0,629.0,578.0,0.0,0.0,"All causes, excluding COVID-19"
11216,2020-05-30,Connecticut,482.0,629.0,575.0,0.0,0.0,"All causes, excluding COVID-19"
11217,2020-06-06,Connecticut,548.0,627.0,575.0,0.0,0.0,"All causes, excluding COVID-19"
11218,2020-06-13,Connecticut,545.0,628.0,576.0,0.0,0.0,"All causes, excluding COVID-19"
11219,2020-06-20,Connecticut,444.0,632.0,580.0,0.0,0.0,"All causes, excluding COVID-19"
11220,2020-06-27,Connecticut,393.0,627.0,577.0,0.0,0.0,"All causes, excluding COVID-19"
11379,2020-01-04,Delaware,198.0,232.0,199.0,0.0,0.0,"All causes, excluding COVID-19"
11380,2020-01-11,Delaware,192.0,233.0,201.0,0.0,0.0,"All causes, excluding COVID-19"
11381,2020-01-18,Delaware,189.0,234.0,201.0,0.0,0.0,"All causes, excluding COVID-19"
11382,2020-01-25,Delaware,190.0,232.0,199.0,0.0,0.0,"All causes, excluding COVID-19"
11383,2020-02-01,Delaware,181.0,228.0,197.0,0.0,0.0,"All causes, excluding COVID-19"
11384,2020-02-08,Delaware,197.0,225.0,195.0,0.0,2.0,"All causes, excluding COVID-19"
11385,2020-02-15,Delaware,208.0,224.0,192.0,0.0,16.0,"All causes, excluding COVID-19"
11386,2020-02-22,Delaware,199.0,223.0,191.0,0.0,8.0,"All causes, excluding COVID-19"
11387,2020-02-29,Delaware,169.0,222.0,191.0,0.0,0.0,"All causes, excluding COVID-19"
11388,2020-03-07,Delaware,206.0,222.0,190.0,0.0,16.0,"All causes, excluding COVID-19"
11389,2020-03-14,Delaware,193.0,221.0,191.0,0.0,2.0,"All causes, excluding COVID-19"
11390,2020-03-21,Delaware,228.0,223.0,192.0,5.0,36.0,"All causes, excluding COVID-19"
11391,2020-03-28,Delaware,187.0,221.0,189.0,0.0,0.0,"All causes, excluding COVID-19"
11392,2020-04-04,Delaware,212.0,223.0,192.0,0.0,20.0,"All causes, excluding COVID-19"
11393,2020-04-11,Delaware,200.0,219.0,189.0,0.0,11.0,"All causes, excluding COVID-19"
11394,2020-04-18,Delaware,193.0,211.0,181.0,0.0,12.0,"All causes, excluding COVID-19"
11395,2020-04-25,Delaware,228.0,202.0,173.0,26.0,55.0,"All causes, excluding COVID-19"
11396,2020-05-02,Delaware,183.0,204.0,174.0,0.0,9.0,"All causes, excluding COVID-19"
11397,2020-05-09,Delaware,214.0,199.0,170.0,15.0,44.0,"All causes, excluding COVID-19"
11398,2020-05-16,Delaware,209.0,198.0,169.0,11.0,40.0,"All causes, excluding COVID-19"
11399,2020-05-23,Delaware,184.0,199.0,170.0,0.0,14.0,"All causes, excluding COVID-19"
11400,2020-05-30,Delaware,185.0,199.0,170.0,0.0,15.0,"All causes, excluding COVID-19"
11401,2020-06-06,Delaware,169.0,199.0,170.0,0.0,0.0,"All causes, excluding COVID-19"
11402,2020-06-13,Delaware,188.0,197.0,168.0,0.0,20.0,"All causes, excluding COVID-19"
11403,2020-06-20,Delaware,158.0,201.0,172.0,0.0,0.0,"All causes, excluding COVID-19"
11404,2020-06-27,Delaware,210.0,201.0,171.0,9.0,39.0,"All causes, excluding COVID-19"
11563,2020-01-04,District of Columbia,132.0,145.0,120.0,0.0,12.0,"All causes, excluding COVID-19"
11564,2020-01-11,District of Columbia,128.0,138.0,115.0,0.0,13.0,"All causes, excluding COVID-19"
11565,2020-01-18,District of Columbia,140.0,141.0,117.0,0.0,23.0,"All causes, excluding COVID-19"
11566,2020-01-25,District of Columbia,131.0,142.0,119.0,0.0,12.0,"All causes, excluding COVID-19"
11567,2020-02-01,District of Columbia,143.0,144.0,120.0,0.0,23.0,"All causes, excluding COVID-19"
11568,2020-02-08,District of Columbia,133.0,143.0,119.0,0.0,14.0,"All causes, excluding COVID-19"
11569,2020-02-15,District of Columbia,124.0,142.0,118.0,0.0,6.0,"All causes, excluding COVID-19"
11570,2020-02-22,District of Columbia,105.0,141.0,117.0,0.0,0.0,"All causes, excluding COVID-19"
11571,2020-02-29,District of Columbia,138.0,139.0,116.0,0.0,22.0,"All causes, excluding COVID-19"
11572,2020-03-07,District of Columbia,120.0,136.0,114.0,0.0,6.0,"All causes, excluding COVID-19"
11573,2020-03-14,District of Columbia,116.0,138.0,115.0,0.0,1.0,"All causes, excluding COVID-19"
11574,2020-03-21,District of Columbia,130.0,139.0,116.0,0.0,14.0,"All causes, excluding COVID-19"
11575,2020-03-28,District of Columbia,123.0,137.0,114.0,0.0,9.0,"All causes, excluding COVID-19"
11576,2020-04-04,District of Columbia,134.0,135.0,112.0,0.0,22.0,"All causes, excluding COVID-19"
11577,2020-04-11,District of Columbia,156.0,138.0,116.0,18.0,40.0,"All causes, excluding COVID-19"
11578,2020-04-18,District of Columbia,146.0,139.0,116.0,7.0,30.0,"All causes, excluding COVID-19"
11579,2020-04-25,District of Columbia,154.0,137.0,114.0,17.0,40.0,"All causes, excluding COVID-19"
11580,2020-05-02,District of Columbia,142.0,135.0,112.0,7.0,30.0,"All causes, excluding COVID-19"
11581,2020-05-09,District of Columbia,130.0,136.0,113.0,0.0,17.0,"All causes, excluding COVID-19"
11582,2020-05-16,District of Columbia,113.0,132.0,109.0,0.0,4.0,"All causes, excluding COVID-19"
11583,2020-05-23,District of Columbia,135.0,128.0,105.0,7.0,30.0,"All causes, excluding COVID-19"
11584,2020-05-30,District of Columbia,131.0,129.0,107.0,2.0,24.0,"All causes, excluding COVID-19"
11585,2020-06-06,District of Columbia,114.0,130.0,107.0,0.0,7.0,"All causes, excluding COVID-19"
11586,2020-06-13,District of Columbia,115.0,128.0,106.0,0.0,9.0,"All causes, excluding COVID-19"
11587,2020-06-20,District of Columbia,104.0,129.0,107.0,0.0,0.0,"All causes, excluding COVID-19"
11588,2020-06-27,District of Columbia,111.0,128.0,106.0,0.0,5.0,"All causes, excluding COVID-19"
11747,2020-01-04,Florida,4341.0,4496.0,4262.0,0.0,79.0,"All causes, excluding COVID-19"
11748,2020-01-11,Florida,4407.0,4534.0,4297.0,0.0,110.0,"All causes, excluding COVID-19"
11749,2020-01-18,Florida,4385.0,4577.0,4345.0,0.0,40.0,"All causes, excluding COVID-19"
11750,2020-01-25,Florida,4390.0,4613.0,4381.0,0.0,9.0,"All causes, excluding COVID-19"
11751,2020-02-01,Florida,4419.0,4644.0,4410.0,0.0,9.0,"All causes, excluding COVID-19"
11752,2020-02-08,Florida,4398.0,4621.0,4396.0,0.0,2.0,"All causes, excluding COVID-19"
11753,2020-02-15,Florida,4375.0,4626.0,4406.0,0.0,0.0,"All causes, excluding COVID-19"
11754,2020-02-22,Florida,4430.0,4616.0,4387.0,0.0,43.0,"All causes, excluding COVID-19"
11755,2020-02-29,Florida,4412.0,4625.0,4385.0,0.0,27.0,"All causes, excluding COVID-19"
11756,2020-03-07,Florida,4532.0,4609.0,4366.0,0.0,166.0,"All causes, excluding COVID-19"
11757,2020-03-14,Florida,4449.0,4611.0,4372.0,0.0,77.0,"All causes, excluding COVID-19"
11758,2020-03-21,Florida,4361.0,4573.0,4340.0,0.0,21.0,"All causes, excluding COVID-19"
11759,2020-03-28,Florida,4384.0,4552.0,4331.0,0.0,53.0,"All causes, excluding COVID-19"
11760,2020-04-04,Florida,4293.0,4512.0,4277.0,0.0,16.0,"All causes, excluding COVID-19"
11761,2020-04-11,Florida,4257.0,4466.0,4239.0,0.0,18.0,"All causes, excluding COVID-19"
11762,2020-04-18,Florida,4120.0,4406.0,4174.0,0.0,0.0,"All causes, excluding COVID-19"
11763,2020-04-25,Florida,4246.0,4344.0,4126.0,0.0,120.0,"All causes, excluding COVID-19"
11764,2020-05-02,Florida,4059.0,4287.0,4075.0,0.0,0.0,"All causes, excluding COVID-19"
11765,2020-05-09,Florida,4138.0,4250.0,4024.0,0.0,114.0,"All causes, excluding COVID-19"
11766,2020-05-16,Florida,4045.0,4220.0,3997.0,0.0,48.0,"All causes, excluding COVID-19"
11767,2020-05-23,Florida,4153.0,4209.0,3984.0,0.0,169.0,"All causes, excluding COVID-19"
11768,2020-05-30,Florida,4005.0,4160.0,3948.0,0.0,57.0,"All causes, excluding COVID-19"
11769,2020-06-06,Florida,4075.0,4134.0,3927.0,0.0,148.0,"All causes, excluding COVID-19"
11770,2020-06-13,Florida,4087.0,4142.0,3919.0,0.0,168.0,"All causes, excluding COVID-19"
11771,2020-06-20,Florida,4222.0,4146.0,3920.0,76.0,302.0,"All causes, excluding COVID-19"
11772,2020-06-27,Florida,4218.0,4117.0,3892.0,101.0,326.0,"All causes, excluding COVID-19"
11931,2020-01-04,Georgia,1798.0,1924.0,1801.0,0.0,0.0,"All causes, excluding COVID-19"
11932,2020-01-11,Georgia,1797.0,1915.0,1799.0,0.0,0.0,"All causes, excluding COVID-19"
11933,2020-01-18,Georgia,1733.0,1927.0,1815.0,0.0,0.0,"All causes, excluding COVID-19"
11934,2020-01-25,Georgia,1819.0,1913.0,1802.0,0.0,17.0,"All causes, excluding COVID-19"
11935,2020-02-01,Georgia,1785.0,1902.0,1790.0,0.0,0.0,"All causes, excluding COVID-19"
11936,2020-02-08,Georgia,1779.0,1889.0,1774.0,0.0,5.0,"All causes, excluding COVID-19"
11937,2020-02-15,Georgia,1762.0,1857.0,1739.0,0.0,23.0,"All causes, excluding COVID-19"
11938,2020-02-22,Georgia,1751.0,1842.0,1727.0,0.0,24.0,"All causes, excluding COVID-19"
11939,2020-02-29,Georgia,1859.0,1847.0,1733.0,12.0,126.0,"All causes, excluding COVID-19"
11940,2020-03-07,Georgia,1748.0,1849.0,1734.0,0.0,14.0,"All causes, excluding COVID-19"
11941,2020-03-14,Georgia,1784.0,1844.0,1733.0,0.0,51.0,"All causes, excluding COVID-19"
11942,2020-03-21,Georgia,1740.0,1846.0,1735.0,0.0,5.0,"All causes, excluding COVID-19"
11943,2020-03-28,Georgia,1778.0,1839.0,1723.0,0.0,55.0,"All causes, excluding COVID-19"
11944,2020-04-04,Georgia,1827.0,1822.0,1711.0,5.0,116.0,"All causes, excluding COVID-19"
11945,2020-04-11,Georgia,1820.0,1821.0,1707.0,0.0,113.0,"All causes, excluding COVID-19"
11946,2020-04-18,Georgia,1759.0,1804.0,1693.0,0.0,66.0,"All causes, excluding COVID-19"
11947,2020-04-25,Georgia,1789.0,1786.0,1681.0,3.0,108.0,"All causes, excluding COVID-19"
11948,2020-05-02,Georgia,1711.0,1774.0,1664.0,0.0,47.0,"All causes, excluding COVID-19"
11949,2020-05-09,Georgia,1774.0,1760.0,1652.0,14.0,122.0,"All causes, excluding COVID-19"
11950,2020-05-16,Georgia,1756.0,1741.0,1630.0,15.0,126.0,"All causes, excluding COVID-19"
11951,2020-05-23,Georgia,1744.0,1722.0,1615.0,22.0,129.0,"All causes, excluding COVID-19"
11952,2020-05-30,Georgia,1632.0,1703.0,1603.0,0.0,29.0,"All causes, excluding COVID-19"
11953,2020-06-06,Georgia,1646.0,1715.0,1606.0,0.0,40.0,"All causes, excluding COVID-19"
11954,2020-06-13,Georgia,1606.0,1709.0,1601.0,0.0,5.0,"All causes, excluding COVID-19"
11955,2020-06-20,Georgia,1637.0,1694.0,1587.0,0.0,50.0,"All causes, excluding COVID-19"
11956,2020-06-27,Georgia,1663.0,1688.0,1583.0,0.0,80.0,"All causes, excluding COVID-19"
12115,2020-01-04,Hawaii,240.0,282.0,249.0,0.0,0.0,"All causes, excluding COVID-19"
12116,2020-01-11,Hawaii,241.0,281.0,248.0,0.0,0.0,"All causes, excluding COVID-19"
12117,2020-01-18,Hawaii,214.0,282.0,249.0,0.0,0.0,"All causes, excluding COVID-19"
12118,2020-01-25,Hawaii,242.0,275.0,243.0,0.0,0.0,"All causes, excluding COVID-19"
12119,2020-02-01,Hawaii,242.0,277.0,245.0,0.0,0.0,"All causes, excluding COVID-19"
12120,2020-02-08,Hawaii,238.0,273.0,241.0,0.0,0.0,"All causes, excluding COVID-19"
12121,2020-02-15,Hawaii,285.0,274.0,242.0,11.0,43.0,"All causes, excluding COVID-19"
12122,2020-02-22,Hawaii,251.0,277.0,245.0,0.0,6.0,"All causes, excluding COVID-19"
12123,2020-02-29,Hawaii,240.0,282.0,250.0,0.0,0.0,"All causes, excluding COVID-19"
12124,2020-03-07,Hawaii,242.0,280.0,247.0,0.0,0.0,"All causes, excluding COVID-19"
12125,2020-03-14,Hawaii,246.0,279.0,247.0,0.0,0.0,"All causes, excluding COVID-19"
12126,2020-03-21,Hawaii,215.0,280.0,248.0,0.0,0.0,"All causes, excluding COVID-19"
12127,2020-03-28,Hawaii,237.0,276.0,244.0,0.0,0.0,"All causes, excluding COVID-19"
12128,2020-04-04,Hawaii,231.0,267.0,235.0,0.0,0.0,"All causes, excluding COVID-19"
12129,2020-04-11,Hawaii,220.0,263.0,231.0,0.0,0.0,"All causes, excluding COVID-19"
12130,2020-04-18,Hawaii,213.0,259.0,227.0,0.0,0.0,"All causes, excluding COVID-19"
12131,2020-04-25,Hawaii,199.0,257.0,226.0,0.0,0.0,"All causes, excluding COVID-19"
12132,2020-05-02,Hawaii,223.0,254.0,223.0,0.0,0.0,"All causes, excluding COVID-19"
12133,2020-05-09,Hawaii,212.0,257.0,227.0,0.0,0.0,"All causes, excluding COVID-19"
12134,2020-05-16,Hawaii,233.0,256.0,225.0,0.0,8.0,"All causes, excluding COVID-19"
12135,2020-05-23,Hawaii,212.0,254.0,223.0,0.0,0.0,"All causes, excluding COVID-19"
12136,2020-05-30,Hawaii,204.0,254.0,223.0,0.0,0.0,"All causes, excluding COVID-19"
12137,2020-06-06,Hawaii,219.0,255.0,224.0,0.0,0.0,"All causes, excluding COVID-19"
12138,2020-06-13,Hawaii,202.0,253.0,223.0,0.0,0.0,"All causes, excluding COVID-19"
12139,2020-06-20,Hawaii,249.0,254.0,223.0,0.0,26.0,"All causes, excluding COVID-19"
12140,2020-06-27,Hawaii,238.0,256.0,225.0,0.0,13.0,"All causes, excluding COVID-19"
12299,2020-01-04,Idaho,278.0,329.0,294.0,0.0,0.0,"All causes, excluding COVID-19"
12300,2020-01-11,Idaho,292.0,328.0,293.0,0.0,0.0,"All causes, excluding COVID-19"
12301,2020-01-18,Idaho,293.0,331.0,296.0,0.0,0.0,"All causes, excluding COVID-19"
12302,2020-01-25,Idaho,275.0,330.0,295.0,0.0,0.0,"All causes, excluding COVID-19"
12303,2020-02-01,Idaho,249.0,326.0,292.0,0.0,0.0,"All causes, excluding COVID-19"
12304,2020-02-08,Idaho,295.0,329.0,294.0,0.0,1.0,"All causes, excluding COVID-19"
12305,2020-02-15,Idaho,282.0,332.0,296.0,0.0,0.0,"All causes, excluding COVID-19"
12306,2020-02-22,Idaho,321.0,332.0,297.0,0.0,24.0,"All causes, excluding COVID-19"
12307,2020-02-29,Idaho,293.0,328.0,293.0,0.0,0.0,"All causes, excluding COVID-19"
12308,2020-03-07,Idaho,281.0,329.0,294.0,0.0,0.0,"All causes, excluding COVID-19"
12309,2020-03-14,Idaho,286.0,329.0,295.0,0.0,0.0,"All causes, excluding COVID-19"
12310,2020-03-21,Idaho,311.0,327.0,292.0,0.0,19.0,"All causes, excluding COVID-19"
12311,2020-03-28,Idaho,328.0,325.0,291.0,3.0,37.0,"All causes, excluding COVID-19"
12312,2020-04-04,Idaho,266.0,327.0,292.0,0.0,0.0,"All causes, excluding COVID-19"
12313,2020-04-11,Idaho,286.0,321.0,287.0,0.0,0.0,"All causes, excluding COVID-19"
12314,2020-04-18,Idaho,275.0,318.0,284.0,0.0,0.0,"All causes, excluding COVID-19"
12315,2020-04-25,Idaho,253.0,317.0,283.0,0.0,0.0,"All causes, excluding COVID-19"
12316,2020-05-02,Idaho,249.0,310.0,277.0,0.0,0.0,"All causes, excluding COVID-19"
12317,2020-05-09,Idaho,302.0,309.0,276.0,0.0,26.0,"All causes, excluding COVID-19"
12318,2020-05-16,Idaho,267.0,313.0,279.0,0.0,0.0,"All causes, excluding COVID-19"
12319,2020-05-23,Idaho,258.0,315.0,281.0,0.0,0.0,"All causes, excluding COVID-19"
12320,2020-05-30,Idaho,277.0,312.0,278.0,0.0,0.0,"All causes, excluding COVID-19"
12321,2020-06-06,Idaho,293.0,315.0,281.0,0.0,12.0,"All causes, excluding COVID-19"
12322,2020-06-13,Idaho,289.0,311.0,278.0,0.0,11.0,"All causes, excluding COVID-19"
12323,2020-06-20,Idaho,287.0,310.0,276.0,0.0,11.0,"All causes, excluding COVID-19"
12324,2020-06-27,Idaho,297.0,306.0,273.0,0.0,24.0,"All causes, excluding COVID-19"
12483,2020-01-04,Illinois,2190.0,2332.0,2189.0,0.0,1.0,"All causes, excluding COVID-19"
12484,2020-01-11,Illinois,2250.0,2384.0,2232.0,0.0,18.0,"All causes, excluding COVID-19"
12485,2020-01-18,Illinois,2231.0,2364.0,2224.0,0.0,7.0,"All causes, excluding COVID-19"
12486,2020-01-25,Illinois,2200.0,2364.0,2224.0,0.0,0.0,"All causes, excluding COVID-19"
12487,2020-02-01,Illinois,2138.0,2361.0,2216.0,0.0,0.0,"All causes, excluding COVID-19"
12488,2020-02-08,Illinois,2239.0,2346.0,2204.0,0.0,35.0,"All causes, excluding COVID-19"
12489,2020-02-15,Illinois,2225.0,2335.0,2193.0,0.0,32.0,"All causes, excluding COVID-19"
12490,2020-02-22,Illinois,2211.0,2312.0,2178.0,0.0,33.0,"All causes, excluding COVID-19"
12491,2020-02-29,Illinois,2216.0,2282.0,2155.0,0.0,61.0,"All causes, excluding COVID-19"
12492,2020-03-07,Illinois,2259.0,2281.0,2144.0,0.0,115.0,"All causes, excluding COVID-19"
12493,2020-03-14,Illinois,2200.0,2266.0,2123.0,0.0,77.0,"All causes, excluding COVID-19"
12494,2020-03-21,Illinois,2276.0,2250.0,2112.0,26.0,164.0,"All causes, excluding COVID-19"
12495,2020-03-28,Illinois,2232.0,2238.0,2100.0,0.0,132.0,"All causes, excluding COVID-19"
12496,2020-04-04,Illinois,2330.0,2208.0,2081.0,122.0,249.0,"All causes, excluding COVID-19"
12497,2020-04-11,Illinois,2406.0,2192.0,2065.0,214.0,341.0,"All causes, excluding COVID-19"
12498,2020-04-18,Illinois,2331.0,2176.0,2042.0,155.0,289.0,"All causes, excluding COVID-19"
12499,2020-04-25,Illinois,2338.0,2146.0,2014.0,192.0,324.0,"All causes, excluding COVID-19"
12500,2020-05-02,Illinois,2213.0,2128.0,1993.0,85.0,220.0,"All causes, excluding COVID-19"
12501,2020-05-09,Illinois,2190.0,2108.0,1978.0,82.0,212.0,"All causes, excluding COVID-19"
12502,2020-05-16,Illinois,2179.0,2084.0,1958.0,95.0,221.0,"All causes, excluding COVID-19"
12503,2020-05-23,Illinois,2075.0,2085.0,1954.0,0.0,121.0,"All causes, excluding COVID-19"
12504,2020-05-30,Illinois,2076.0,2072.0,1944.0,4.0,132.0,"All causes, excluding COVID-19"
12505,2020-06-06,Illinois,2091.0,2065.0,1935.0,26.0,156.0,"All causes, excluding COVID-19"
12506,2020-06-13,Illinois,1948.0,2050.0,1924.0,0.0,24.0,"All causes, excluding COVID-19"
12507,2020-06-20,Illinois,1992.0,2041.0,1910.0,0.0,82.0,"All causes, excluding COVID-19"
12508,2020-06-27,Illinois,1972.0,2036.0,1904.0,0.0,68.0,"All causes, excluding COVID-19"
12667,2020-01-04,Indiana,1469.0,1487.0,1383.0,0.0,86.0,"All causes, excluding COVID-19"
12668,2020-01-11,Indiana,1386.0,1512.0,1407.0,0.0,0.0,"All causes, excluding COVID-19"
12669,2020-01-18,Indiana,1386.0,1511.0,1407.0,0.0,0.0,"All causes, excluding COVID-19"
12670,2020-01-25,Indiana,1420.0,1505.0,1408.0,0.0,12.0,"All causes, excluding COVID-19"
12671,2020-02-01,Indiana,1375.0,1495.0,1395.0,0.0,0.0,"All causes, excluding COVID-19"
12672,2020-02-08,Indiana,1373.0,1500.0,1397.0,0.0,0.0,"All causes, excluding COVID-19"
12673,2020-02-15,Indiana,1433.0,1483.0,1381.0,0.0,52.0,"All causes, excluding COVID-19"
12674,2020-02-22,Indiana,1415.0,1480.0,1377.0,0.0,38.0,"All causes, excluding COVID-19"
12675,2020-02-29,Indiana,1452.0,1457.0,1361.0,0.0,91.0,"All causes, excluding COVID-19"
12676,2020-03-07,Indiana,1375.0,1457.0,1360.0,0.0,15.0,"All causes, excluding COVID-19"
12677,2020-03-14,Indiana,1406.0,1454.0,1356.0,0.0,50.0,"All causes, excluding COVID-19"
12678,2020-03-21,Indiana,1317.0,1458.0,1358.0,0.0,0.0,"All causes, excluding COVID-19"
12679,2020-03-28,Indiana,1438.0,1443.0,1342.0,0.0,96.0,"All causes, excluding COVID-19"
12680,2020-04-04,Indiana,1431.0,1423.0,1327.0,8.0,104.0,"All causes, excluding COVID-19"
12681,2020-04-11,Indiana,1399.0,1408.0,1313.0,0.0,86.0,"All causes, excluding COVID-19"
12682,2020-04-18,Indiana,1241.0,1389.0,1294.0,0.0,0.0,"All causes, excluding COVID-19"
12683,2020-04-25,Indiana,1293.0,1371.0,1274.0,0.0,19.0,"All causes, excluding COVID-19"
12684,2020-05-02,Indiana,1232.0,1356.0,1260.0,0.0,0.0,"All causes, excluding COVID-19"
12685,2020-05-09,Indiana,1319.0,1335.0,1244.0,0.0,75.0,"All causes, excluding COVID-19"
12686,2020-05-16,Indiana,1319.0,1323.0,1232.0,0.0,87.0,"All causes, excluding COVID-19"
12687,2020-05-23,Indiana,1273.0,1310.0,1218.0,0.0,55.0,"All causes, excluding COVID-19"
12688,2020-05-30,Indiana,1223.0,1308.0,1215.0,0.0,8.0,"All causes, excluding COVID-19"
12689,2020-06-06,Indiana,1243.0,1299.0,1207.0,0.0,36.0,"All causes, excluding COVID-19"
12690,2020-06-13,Indiana,1259.0,1291.0,1204.0,0.0,55.0,"All causes, excluding COVID-19"
12691,2020-06-20,Indiana,1208.0,1291.0,1202.0,0.0,6.0,"All causes, excluding COVID-19"
12692,2020-06-27,Indiana,1282.0,1289.0,1200.0,0.0,82.0,"All causes, excluding COVID-19"
12851,2020-01-04,Iowa,663.0,705.0,647.0,0.0,16.0,"All causes, excluding COVID-19"
12852,2020-01-11,Iowa,647.0,710.0,650.0,0.0,0.0,"All causes, excluding COVID-19"
12853,2020-01-18,Iowa,619.0,711.0,650.0,0.0,0.0,"All causes, excluding COVID-19"
12854,2020-01-25,Iowa,640.0,705.0,644.0,0.0,0.0,"All causes, excluding COVID-19"
12855,2020-02-01,Iowa,615.0,705.0,646.0,0.0,0.0,"All causes, excluding COVID-19"
12856,2020-02-08,Iowa,643.0,702.0,644.0,0.0,0.0,"All causes, excluding COVID-19"
12857,2020-02-15,Iowa,606.0,697.0,640.0,0.0,0.0,"All causes, excluding COVID-19"
12858,2020-02-22,Iowa,649.0,692.0,630.0,0.0,19.0,"All causes, excluding COVID-19"
12859,2020-02-29,Iowa,649.0,693.0,631.0,0.0,18.0,"All causes, excluding COVID-19"
12860,2020-03-07,Iowa,631.0,684.0,625.0,0.0,6.0,"All causes, excluding COVID-19"
12861,2020-03-14,Iowa,640.0,667.0,612.0,0.0,28.0,"All causes, excluding COVID-19"
12862,2020-03-21,Iowa,601.0,664.0,608.0,0.0,0.0,"All causes, excluding COVID-19"
12863,2020-03-28,Iowa,595.0,663.0,605.0,0.0,0.0,"All causes, excluding COVID-19"
12864,2020-04-04,Iowa,597.0,662.0,602.0,0.0,0.0,"All causes, excluding COVID-19"
12865,2020-04-11,Iowa,581.0,654.0,594.0,0.0,0.0,"All causes, excluding COVID-19"
12866,2020-04-18,Iowa,603.0,646.0,591.0,0.0,12.0,"All causes, excluding COVID-19"
12867,2020-04-25,Iowa,536.0,646.0,592.0,0.0,0.0,"All causes, excluding COVID-19"
12868,2020-05-02,Iowa,606.0,638.0,581.0,0.0,25.0,"All causes, excluding COVID-19"
12869,2020-05-09,Iowa,612.0,634.0,579.0,0.0,33.0,"All causes, excluding COVID-19"
12870,2020-05-16,Iowa,572.0,624.0,567.0,0.0,5.0,"All causes, excluding COVID-19"
12871,2020-05-23,Iowa,518.0,610.0,558.0,0.0,0.0,"All causes, excluding COVID-19"
12872,2020-05-30,Iowa,539.0,609.0,558.0,0.0,0.0,"All causes, excluding COVID-19"
12873,2020-06-06,Iowa,529.0,613.0,557.0,0.0,0.0,"All causes, excluding COVID-19"
12874,2020-06-13,Iowa,549.0,608.0,554.0,0.0,0.0,"All causes, excluding COVID-19"
12875,2020-06-20,Iowa,532.0,612.0,556.0,0.0,0.0,"All causes, excluding COVID-19"
12876,2020-06-27,Iowa,522.0,603.0,553.0,0.0,0.0,"All causes, excluding COVID-19"
13035,2020-01-04,Kansas,590.0,635.0,577.0,0.0,13.0,"All causes, excluding COVID-19"
13036,2020-01-11,Kansas,560.0,639.0,582.0,0.0,0.0,"All causes, excluding COVID-19"
13037,2020-01-18,Kansas,575.0,636.0,579.0,0.0,0.0,"All causes, excluding COVID-19"
13038,2020-01-25,Kansas,572.0,627.0,571.0,0.0,1.0,"All causes, excluding COVID-19"
13039,2020-02-01,Kansas,547.0,616.0,562.0,0.0,0.0,"All causes, excluding COVID-19"
13040,2020-02-08,Kansas,508.0,624.0,568.0,0.0,0.0,"All causes, excluding COVID-19"
13041,2020-02-15,Kansas,580.0,612.0,558.0,0.0,22.0,"All causes, excluding COVID-19"
13042,2020-02-22,Kansas,565.0,611.0,559.0,0.0,6.0,"All causes, excluding COVID-19"
13043,2020-02-29,Kansas,551.0,610.0,557.0,0.0,0.0,"All causes, excluding COVID-19"
13044,2020-03-07,Kansas,580.0,608.0,555.0,0.0,25.0,"All causes, excluding COVID-19"
