,Week Ending Date,State,Observed Number,Upper Bound Threshold,Average Expected Count,Excess Lower Estimate,Excess Higher Estimate,Outcome
155,2020-01-04,Alabama,1077.0,1189.0,1092.0,0.0,0.0,All causes
156,2020-01-11,Alabama,1123.0,1184.0,1093.0,0.0,30.0,All causes
157,2020-01-18,Alabama,1038.0,1180.0,1103.0,0.0,0.0,All causes
158,2020-01-25,Alabama,1050.0,1187.0,1113.0,0.0,0.0,All causes
159,2020-02-01,Alabama,1022.0,1185.0,1113.0,0.0,0.0,All causes
160,2020-02-08,Alabama,1121.0,1188.0,1117.0,0.0,4.0,All causes
161,2020-02-15,Alabama,1095.0,1188.0,1110.0,0.0,0.0,All causes
162,2020-02-22,Alabama,1101.0,1179.0,1100.0,0.0,1.0,All causes
163,2020-02-29,Alabama,1165.0,1165.0,1092.0,0.0,73.0,All causes
164,2020-03-07,Alabama,1061.0,1150.0,1080.0,0.0,0.0,All causes
165,2020-03-14,Alabama,1091.0,1141.0,1072.0,0.0,19.0,All causes
166,2020-03-21,Alabama,1058.0,1141.0,1067.0,0.0,0.0,All causes
167,2020-03-28,Alabama,1071.0,1132.0,1058.0,0.0,13.0,All causes
168,2020-04-04,Alabama,1154.0,1115.0,1044.0,39.0,110.0,All causes
169,2020-04-11,Alabama,1137.0,1108.0,1039.0,29.0,98.0,All causes
170,2020-04-18,Alabama,1144.0,1099.0,1031.0,45.0,113.0,All causes
171,2020-04-25,Alabama,1137.0,1097.0,1021.0,40.0,116.0,All causes
172,2020-05-02,Alabama,1142.0,1089.0,1016.0,53.0,126.0,All causes
173,2020-05-09,Alabama,1169.0,1082.0,1010.0,87.0,159.0,All causes
174,2020-05-16,Alabama,1143.0,1079.0,1009.0,64.0,134.0,All causes
175,2020-05-23,Alabama,1152.0,1072.0,1004.0,80.0,148.0,All causes
176,2020-05-30,Alabama,1106.0,1082.0,1006.0,24.0,100.0,All causes
177,2020-06-06,Alabama,1156.0,1066.0,992.0,90.0,164.0,All causes
178,2020-06-13,Alabama,1132.0,1058.0,988.0,74.0,144.0,All causes
179,2020-06-20,Alabama,1089.0,1051.0,982.0,38.0,107.0,All causes
180,2020-06-27,Alabama,1128.0,1046.0,980.0,82.0,148.0,All causes
339,2020-01-04,Alaska,89.0,114.0,93.0,0.0,0.0,All causes
340,2020-01-11,Alaska,105.0,112.0,90.0,0.0,15.0,All causes
341,2020-01-18,Alaska,99.0,115.0,94.0,0.0,5.0,All causes
342,2020-01-25,Alaska,97.0,111.0,90.0,0.0,7.0,All causes
343,2020-02-01,Alaska,85.0,111.0,89.0,0.0,0.0,All causes
344,2020-02-08,Alaska,98.0,108.0,86.0,0.0,12.0,All causes
345,2020-02-15,Alaska,91.0,107.0,85.0,0.0,6.0,All causes
346,2020-02-22,Alaska,85.0,106.0,85.0,0.0,0.0,All causes
347,2020-02-29,Alaska,86.0,109.0,86.0,0.0,0.0,All causes
348,2020-03-07,Alaska,80.0,105.0,85.0,0.0,0.0,All causes
349,2020-03-14,Alaska,95.0,106.0,85.0,0.0,10.0,All causes
350,2020-03-21,Alaska,70.0,108.0,86.0,0.0,0.0,All causes
351,2020-03-28,Alaska,87.0,108.0,86.0,0.0,1.0,All causes
352,2020-04-04,Alaska,100.0,109.0,87.0,0.0,13.0,All causes
353,2020-04-11,Alaska,85.0,108.0,87.0,0.0,0.0,All causes
354,2020-04-18,Alaska,82.0,110.0,88.0,0.0,0.0,All causes
355,2020-04-25,Alaska,63.0,107.0,85.0,0.0,0.0,All causes
356,2020-05-02,Alaska,88.0,106.0,85.0,0.0,3.0,All causes
357,2020-05-09,Alaska,89.0,105.0,83.0,0.0,6.0,All causes
358,2020-05-16,Alaska,84.0,104.0,83.0,0.0,1.0,All causes
359,2020-05-23,Alaska,83.0,103.0,82.0,0.0,1.0,All causes
360,2020-05-30,Alaska,99.0,106.0,84.0,0.0,15.0,All causes
361,2020-06-06,Alaska,78.0,108.0,86.0,0.0,0.0,All causes
362,2020-06-13,Alaska,89.0,105.0,85.0,0.0,4.0,All causes
363,2020-06-20,Alaska,84.0,110.0,88.0,0.0,0.0,All causes
364,2020-06-27,Alaska,81.0,110.0,89.0,0.0,0.0,All causes
523,2020-01-04,Arizona,1299.0,1385.0,1281.0,0.0,18.0,All causes
524,2020-01-11,Arizona,1390.0,1414.0,1306.0,0.0,84.0,All causes
525,2020-01-18,Arizona,1314.0,1418.0,1315.0,0.0,0.0,All causes
526,2020-01-25,Arizona,1275.0,1422.0,1312.0,0.0,0.0,All causes
527,2020-02-01,Arizona,1263.0,1410.0,1301.0,0.0,0.0,All causes
528,2020-02-08,Arizona,1267.0,1400.0,1294.0,0.0,0.0,All causes
529,2020-02-15,Arizona,1317.0,1402.0,1296.0,0.0,21.0,All causes
530,2020-02-22,Arizona,1345.0,1395.0,1290.0,0.0,55.0,All causes
531,2020-02-29,Arizona,1358.0,1404.0,1296.0,0.0,62.0,All causes
532,2020-03-07,Arizona,1383.0,1410.0,1301.0,0.0,82.0,All causes
533,2020-03-14,Arizona,1355.0,1411.0,1301.0,0.0,54.0,All causes
534,2020-03-21,Arizona,1294.0,1405.0,1296.0,0.0,0.0,All causes
535,2020-03-28,Arizona,1328.0,1389.0,1290.0,0.0,38.0,All causes
536,2020-04-04,Arizona,1361.0,1375.0,1271.0,0.0,90.0,All causes
537,2020-04-11,Arizona,1408.0,1361.0,1258.0,47.0,150.0,All causes
538,2020-04-18,Arizona,1318.0,1349.0,1247.0,0.0,71.0,All causes
539,2020-04-25,Arizona,1388.0,1332.0,1234.0,56.0,154.0,All causes
540,2020-05-02,Arizona,1403.0,1298.0,1206.0,105.0,197.0,All causes
541,2020-05-09,Arizona,1431.0,1294.0,1195.0,137.0,236.0,All causes
542,2020-05-16,Arizona,1308.0,1284.0,1183.0,24.0,125.0,All causes
543,2020-05-23,Arizona,1293.0,1274.0,1172.0,19.0,121.0,All causes
544,2020-05-30,Arizona,1321.0,1271.0,1171.0,50.0,150.0,All causes
545,2020-06-06,Arizona,1419.0,1257.0,1163.0,162.0,256.0,All causes
546,2020-06-13,Arizona,1483.0,1266.0,1165.0,217.0,318.0,All causes
547,2020-06-20,Arizona,1574.0,1271.0,1170.0,303.0,404.0,All causes
548,2020-06-27,Arizona,1635.0,1272.0,1168.0,363.0,467.0,All causes
707,2020-01-04,Arkansas,673.0,750.0,684.0,0.0,0.0,All causes
708,2020-01-11,Arkansas,685.0,746.0,680.0,0.0,5.0,All causes
709,2020-01-18,Arkansas,657.0,734.0,670.0,0.0,0.0,All causes
710,2020-01-25,Arkansas,617.0,725.0,663.0,0.0,0.0,All causes
711,2020-02-01,Arkansas,678.0,730.0,666.0,0.0,12.0,All causes
712,2020-02-08,Arkansas,678.0,728.0,663.0,0.0,15.0,All causes
713,2020-02-15,Arkansas,694.0,731.0,667.0,0.0,27.0,All causes
714,2020-02-22,Arkansas,702.0,727.0,666.0,0.0,36.0,All causes
715,2020-02-29,Arkansas,662.0,723.0,662.0,0.0,0.0,All causes
716,2020-03-07,Arkansas,702.0,718.0,656.0,0.0,46.0,All causes
717,2020-03-14,Arkansas,632.0,708.0,645.0,0.0,0.0,All causes
718,2020-03-21,Arkansas,640.0,710.0,646.0,0.0,0.0,All causes
719,2020-03-28,Arkansas,646.0,699.0,639.0,0.0,7.0,All causes
720,2020-04-04,Arkansas,611.0,690.0,631.0,0.0,0.0,All causes
721,2020-04-11,Arkansas,641.0,685.0,624.0,0.0,17.0,All causes
722,2020-04-18,Arkansas,641.0,680.0,619.0,0.0,22.0,All causes
723,2020-04-25,Arkansas,617.0,673.0,611.0,0.0,6.0,All causes
724,2020-05-02,Arkansas,631.0,663.0,604.0,0.0,27.0,All causes
725,2020-05-09,Arkansas,665.0,664.0,606.0,1.0,59.0,All causes
726,2020-05-16,Arkansas,586.0,662.0,602.0,0.0,0.0,All causes
727,2020-05-23,Arkansas,644.0,657.0,598.0,0.0,46.0,All causes
728,2020-05-30,Arkansas,616.0,661.0,600.0,0.0,16.0,All causes
729,2020-06-06,Arkansas,651.0,653.0,595.0,0.0,56.0,All causes
730,2020-06-13,Arkansas,655.0,647.0,588.0,8.0,67.0,All causes
731,2020-06-20,Arkansas,710.0,648.0,589.0,62.0,121.0,All causes
732,2020-06-27,Arkansas,666.0,652.0,591.0,14.0,75.0,All causes
891,2020-01-04,California,5884.0,6248.0,5875.0,0.0,9.0,All causes
892,2020-01-11,California,5868.0,6261.0,5902.0,0.0,0.0,All causes
893,2020-01-18,California,5826.0,6255.0,5905.0,0.0,0.0,All causes
894,2020-01-25,California,5826.0,6202.0,5847.0,0.0,0.0,All causes
895,2020-02-01,California,5679.0,6124.0,5760.0,0.0,0.0,All causes
896,2020-02-08,California,5929.0,6087.0,5726.0,0.0,203.0,All causes
897,2020-02-15,California,5599.0,6083.0,5723.0,0.0,0.0,All causes
898,2020-02-22,California,5815.0,6047.0,5710.0,0.0,105.0,All causes
899,2020-02-29,California,5697.0,6026.0,5690.0,0.0,7.0,All causes
900,2020-03-07,California,5745.0,6019.0,5678.0,0.0,67.0,All causes
901,2020-03-14,California,5475.0,5953.0,5605.0,0.0,0.0,All causes
902,2020-03-21,California,5690.0,5866.0,5533.0,0.0,157.0,All causes
903,2020-03-28,California,5706.0,5751.0,5430.0,0.0,276.0,All causes
904,2020-04-04,California,5994.0,5654.0,5347.0,340.0,647.0,All causes
905,2020-04-11,California,6061.0,5590.0,5265.0,471.0,796.0,All causes
906,2020-04-18,California,6147.0,5542.0,5209.0,605.0,938.0,All causes
907,2020-04-25,California,5950.0,5477.0,5163.0,473.0,787.0,All causes
908,2020-05-02,California,5753.0,5415.0,5104.0,338.0,649.0,All causes
909,2020-05-09,California,5681.0,5371.0,5071.0,310.0,610.0,All causes
910,2020-05-16,California,5698.0,5362.0,5043.0,336.0,655.0,All causes
911,2020-05-23,California,5546.0,5355.0,5027.0,191.0,519.0,All causes
912,2020-05-30,California,5600.0,5298.0,4991.0,302.0,609.0,All causes
913,2020-06-06,California,5529.0,5294.0,4981.0,235.0,548.0,All causes
914,2020-06-13,California,5565.0,5273.0,4975.0,292.0,590.0,All causes
915,2020-06-20,California,5466.0,5282.0,4962.0,184.0,504.0,All causes
916,2020-06-27,California,5670.0,5258.0,4928.0,412.0,742.0,All causes
1075,2020-01-04,Colorado,854.0,895.0,831.0,0.0,23.0,All causes
1076,2020-01-11,Colorado,873.0,896.0,835.0,0.0,38.0,All causes
1077,2020-01-18,Colorado,848.0,903.0,839.0,0.0,9.0,All causes
1078,2020-01-25,Colorado,852.0,895.0,831.0,0.0,21.0,All causes
1079,2020-02-01,Colorado,792.0,890.0,826.0,0.0,0.0,All causes
1080,2020-02-08,Colorado,851.0,889.0,825.0,0.0,26.0,All causes
1081,2020-02-15,Colorado,811.0,883.0,822.0,0.0,0.0,All causes
1082,2020-02-22,Colorado,885.0,881.0,821.0,4.0,64.0,All causes
1083,2020-02-29,Colorado,847.0,886.0,825.0,0.0,22.0,All causes
1084,2020-03-07,Colorado,826.0,882.0,821.0,0.0,5.0,All causes
1085,2020-03-14,Colorado,825.0,880.0,817.0,0.0,8.0,All causes
1086,2020-03-21,Colorado,896.0,875.0,814.0,21.0,82.0,All causes
1087,2020-03-28,Colorado,866.0,871.0,811.0,0.0,55.0,All causes
1088,2020-04-04,Colorado,975.0,861.0,803.0,114.0,172.0,All causes
1089,2020-04-11,Colorado,1107.0,854.0,794.0,253.0,313.0,All causes
1090,2020-04-18,Colorado,1112.0,848.0,788.0,264.0,324.0,All causes
1091,2020-04-25,Colorado,1075.0,846.0,785.0,229.0,290.0,All causes
1092,2020-05-02,Colorado,1004.0,837.0,777.0,167.0,227.0,All causes
1093,2020-05-09,Colorado,912.0,828.0,770.0,84.0,142.0,All causes
1094,2020-05-16,Colorado,892.0,819.0,763.0,73.0,129.0,All causes
1095,2020-05-23,Colorado,852.0,816.0,757.0,36.0,95.0,All causes
1096,2020-05-30,Colorado,835.0,809.0,750.0,26.0,85.0,All causes
1097,2020-06-06,Colorado,824.0,803.0,746.0,21.0,78.0,All causes
1098,2020-06-13,Colorado,816.0,793.0,736.0,23.0,80.0,All causes
1099,2020-06-20,Colorado,854.0,779.0,726.0,75.0,128.0,All causes
1100,2020-06-27,Colorado,863.0,786.0,730.0,77.0,133.0,All causes
1259,2020-01-04,Connecticut,632.0,719.0,655.0,0.0,0.0,All causes
1260,2020-01-11,Connecticut,629.0,728.0,664.0,0.0,0.0,All causes
1261,2020-01-18,Connecticut,639.0,732.0,671.0,0.0,0.0,All causes
1262,2020-01-25,Connecticut,652.0,740.0,679.0,0.0,0.0,All causes
1263,2020-02-01,Connecticut,681.0,742.0,680.0,0.0,1.0,All causes
1264,2020-02-08,Connecticut,649.0,741.0,678.0,0.0,0.0,All causes
1265,2020-02-15,Connecticut,633.0,724.0,664.0,0.0,0.0,All causes
1266,2020-02-22,Connecticut,649.0,725.0,665.0,0.0,0.0,All causes
1267,2020-02-29,Connecticut,635.0,711.0,655.0,0.0,0.0,All causes
1268,2020-03-07,Connecticut,628.0,709.0,652.0,0.0,0.0,All causes
1269,2020-03-14,Connecticut,634.0,705.0,647.0,0.0,0.0,All causes
1270,2020-03-21,Connecticut,682.0,704.0,643.0,0.0,39.0,All causes
1271,2020-03-28,Connecticut,772.0,707.0,649.0,65.0,123.0,All causes
1272,2020-04-04,Connecticut,959.0,700.0,643.0,259.0,316.0,All causes
1273,2020-04-11,Connecticut,1448.0,697.0,642.0,751.0,806.0,All causes
1274,2020-04-18,Connecticut,1623.0,690.0,635.0,933.0,988.0,All causes
1275,2020-04-25,Connecticut,1575.0,680.0,623.0,895.0,952.0,All causes
1276,2020-05-02,Connecticut,1347.0,660.0,606.0,687.0,741.0,All causes
1277,2020-05-09,Connecticut,1207.0,653.0,598.0,554.0,609.0,All causes
1278,2020-05-16,Connecticut,1086.0,634.0,582.0,452.0,504.0,All causes
1279,2020-05-23,Connecticut,860.0,629.0,578.0,231.0,282.0,All causes
1280,2020-05-30,Connecticut,716.0,629.0,575.0,87.0,141.0,All causes
1281,2020-06-06,Connecticut,667.0,627.0,575.0,40.0,92.0,All causes
1282,2020-06-13,Connecticut,622.0,628.0,576.0,0.0,46.0,All causes
1283,2020-06-20,Connecticut,473.0,632.0,580.0,0.0,0.0,All causes
1284,2020-06-27,Connecticut,419.0,627.0,577.0,0.0,0.0,All causes
1443,2020-01-04,Delaware,198.0,232.0,199.0,0.0,0.0,All causes
1444,2020-01-11,Delaware,192.0,233.0,201.0,0.0,0.0,All causes
1445,2020-01-18,Delaware,189.0,234.0,201.0,0.0,0.0,All causes
1446,2020-01-25,Delaware,190.0,232.0,199.0,0.0,0.0,All causes
1447,2020-02-01,Delaware,181.0,228.0,197.0,0.0,0.0,All causes
1448,2020-02-08,Delaware,197.0,225.0,195.0,0.0,2.0,All causes
1449,2020-02-15,Delaware,208.0,224.0,192.0,0.0,16.0,All causes
1450,2020-02-22,Delaware,199.0,223.0,191.0,0.0,8.0,All causes
1451,2020-02-29,Delaware,169.0,222.0,191.0,0.0,0.0,All causes
1452,2020-03-07,Delaware,206.0,222.0,190.0,0.0,16.0,All causes
1453,2020-03-14,Delaware,193.0,221.0,191.0,0.0,2.0,All causes
1454,2020-03-21,Delaware,228.0,223.0,192.0,5.0,36.0,All causes
1455,2020-03-28,Delaware,194.0,221.0,189.0,0.0,5.0,All causes
1456,2020-04-04,Delaware,220.0,223.0,192.0,0.0,28.0,All causes
1457,2020-04-11,Delaware,224.0,219.0,189.0,5.0,35.0,All causes
1458,2020-04-18,Delaware,233.0,211.0,181.0,22.0,52.0,All causes
1459,2020-04-25,Delaware,294.0,202.0,173.0,92.0,121.0,All causes
1460,2020-05-02,Delaware,261.0,204.0,174.0,57.0,87.0,All causes
1461,2020-05-09,Delaware,281.0,199.0,170.0,82.0,111.0,All causes
1462,2020-05-16,Delaware,290.0,198.0,169.0,92.0,121.0,All causes
1463,2020-05-23,Delaware,238.0,199.0,170.0,39.0,68.0,All causes
1464,2020-05-30,Delaware,240.0,199.0,170.0,41.0,70.0,All causes
1465,2020-06-06,Delaware,195.0,199.0,170.0,0.0,25.0,All causes
1466,2020-06-13,Delaware,211.0,197.0,168.0,14.0,43.0,All causes
1467,2020-06-20,Delaware,168.0,201.0,172.0,0.0,0.0,All causes
1468,2020-06-27,Delaware,218.0,201.0,171.0,17.0,47.0,All causes
1627,2020-01-04,District of Columbia,132.0,145.0,120.0,0.0,12.0,All causes
1628,2020-01-11,District of Columbia,128.0,138.0,115.0,0.0,13.0,All causes
1629,2020-01-18,District of Columbia,140.0,141.0,117.0,0.0,23.0,All causes
1630,2020-01-25,District of Columbia,131.0,142.0,119.0,0.0,12.0,All causes
1631,2020-02-01,District of Columbia,143.0,144.0,120.0,0.0,23.0,All causes
1632,2020-02-08,District of Columbia,133.0,143.0,119.0,0.0,14.0,All causes
1633,2020-02-15,District of Columbia,124.0,142.0,118.0,0.0,6.0,All causes
1634,2020-02-22,District of Columbia,105.0,141.0,117.0,0.0,0.0,All causes
1635,2020-02-29,District of Columbia,138.0,139.0,116.0,0.0,22.0,All causes
1636,2020-03-07,District of Columbia,120.0,136.0,114.0,0.0,6.0,All causes
1637,2020-03-14,District of Columbia,116.0,138.0,115.0,0.0,1.0,All causes
1638,2020-03-21,District of Columbia,132.0,139.0,116.0,0.0,16.0,All causes
1639,2020-03-28,District of Columbia,133.0,137.0,114.0,0.0,19.0,All causes
1640,2020-04-04,District of Columbia,159.0,135.0,112.0,24.0,47.0,All causes
1641,2020-04-11,District of Columbia,194.0,138.0,116.0,56.0,78.0,All causes
1642,2020-04-18,District of Columbia,207.0,139.0,116.0,68.0,91.0,All causes
1643,2020-04-25,District of Columbia,245.0,137.0,114.0,108.0,131.0,All causes
1644,2020-05-02,District of Columbia,219.0,135.0,112.0,84.0,107.0,All causes
1645,2020-05-09,District of Columbia,217.0,136.0,113.0,81.0,104.0,All causes
1646,2020-05-16,District of Columbia,180.0,132.0,109.0,48.0,71.0,All causes
1647,2020-05-23,District of Columbia,182.0,128.0,105.0,54.0,77.0,All causes
1648,2020-05-30,District of Columbia,175.0,129.0,107.0,46.0,68.0,All causes
1649,2020-06-06,District of Columbia,153.0,130.0,107.0,23.0,46.0,All causes
1650,2020-06-13,District of Columbia,147.0,128.0,106.0,19.0,41.0,All causes
1651,2020-06-20,District of Columbia,131.0,129.0,107.0,2.0,24.0,All causes
1652,2020-06-27,District of Columbia,131.0,128.0,106.0,3.0,25.0,All causes
1811,2020-01-04,Florida,4341.0,4496.0,4262.0,0.0,79.0,All causes
1812,2020-01-11,Florida,4407.0,4534.0,4297.0,0.0,110.0,All causes
1813,2020-01-18,Florida,4385.0,4577.0,4345.0,0.0,40.0,All causes
1814,2020-01-25,Florida,4390.0,4613.0,4381.0,0.0,9.0,All causes
1815,2020-02-01,Florida,4419.0,4644.0,4410.0,0.0,9.0,All causes
1816,2020-02-08,Florida,4398.0,4621.0,4396.0,0.0,2.0,All causes
1817,2020-02-15,Florida,4375.0,4626.0,4406.0,0.0,0.0,All causes
1818,2020-02-22,Florida,4430.0,4616.0,4387.0,0.0,43.0,All causes
1819,2020-02-29,Florida,4412.0,4625.0,4385.0,0.0,27.0,All causes
1820,2020-03-07,Florida,4534.0,4609.0,4366.0,0.0,168.0,All causes
1821,2020-03-14,Florida,4451.0,4611.0,4372.0,0.0,79.0,All causes
1822,2020-03-21,Florida,4378.0,4573.0,4340.0,0.0,38.0,All causes
1823,2020-03-28,Florida,4476.0,4552.0,4331.0,0.0,145.0,All causes
1824,2020-04-04,Florida,4511.0,4512.0,4277.0,0.0,234.0,All causes
1825,2020-04-11,Florida,4560.0,4466.0,4239.0,94.0,321.0,All causes
1826,2020-04-18,Florida,4430.0,4406.0,4174.0,24.0,256.0,All causes
1827,2020-04-25,Florida,4568.0,4344.0,4126.0,224.0,442.0,All causes
1828,2020-05-02,Florida,4366.0,4287.0,4075.0,79.0,291.0,All causes
1829,2020-05-09,Florida,4428.0,4250.0,4024.0,178.0,404.0,All causes
1830,2020-05-16,Florida,4304.0,4220.0,3997.0,84.0,307.0,All causes
1831,2020-05-23,Florida,4386.0,4209.0,3984.0,177.0,402.0,All causes
1832,2020-05-30,Florida,4233.0,4160.0,3948.0,73.0,285.0,All causes
1833,2020-06-06,Florida,4293.0,4134.0,3927.0,159.0,366.0,All causes
1834,2020-06-13,Florida,4275.0,4142.0,3919.0,133.0,356.0,All causes
1835,2020-06-20,Florida,4433.0,4146.0,3920.0,287.0,513.0,All causes
1836,2020-06-27,Florida,4523.0,4117.0,3892.0,406.0,631.0,All causes
1995,2020-01-04,Georgia,1798.0,1924.0,1801.0,0.0,0.0,All causes
1996,2020-01-11,Georgia,1797.0,1915.0,1799.0,0.0,0.0,All causes
1997,2020-01-18,Georgia,1733.0,1927.0,1815.0,0.0,0.0,All causes
1998,2020-01-25,Georgia,1819.0,1913.0,1802.0,0.0,17.0,All causes
1999,2020-02-01,Georgia,1785.0,1902.0,1790.0,0.0,0.0,All causes
2000,2020-02-08,Georgia,1779.0,1889.0,1774.0,0.0,5.0,All causes
2001,2020-02-15,Georgia,1762.0,1857.0,1739.0,0.0,23.0,All causes
2002,2020-02-22,Georgia,1751.0,1842.0,1727.0,0.0,24.0,All causes
2003,2020-02-29,Georgia,1859.0,1847.0,1733.0,12.0,126.0,All causes
2004,2020-03-07,Georgia,1751.0,1849.0,1734.0,0.0,17.0,All causes
2005,2020-03-14,Georgia,1786.0,1844.0,1733.0,0.0,53.0,All causes
2006,2020-03-21,Georgia,1780.0,1846.0,1735.0,0.0,45.0,All causes
2007,2020-03-28,Georgia,1874.0,1839.0,1723.0,35.0,151.0,All causes
2008,2020-04-04,Georgia,2037.0,1822.0,1711.0,215.0,326.0,All causes
2009,2020-04-11,Georgia,2036.0,1821.0,1707.0,215.0,329.0,All causes
2010,2020-04-18,Georgia,2024.0,1804.0,1693.0,220.0,331.0,All causes
2011,2020-04-25,Georgia,2047.0,1786.0,1681.0,261.0,366.0,All causes
2012,2020-05-02,Georgia,1979.0,1774.0,1664.0,205.0,315.0,All causes
2013,2020-05-09,Georgia,1981.0,1760.0,1652.0,221.0,329.0,All causes
2014,2020-05-16,Georgia,1951.0,1741.0,1630.0,210.0,321.0,All causes
2015,2020-05-23,Georgia,1895.0,1722.0,1615.0,173.0,280.0,All causes
2016,2020-05-30,Georgia,1776.0,1703.0,1603.0,73.0,173.0,All causes
2017,2020-06-06,Georgia,1763.0,1715.0,1606.0,48.0,157.0,All causes
2018,2020-06-13,Georgia,1721.0,1709.0,1601.0,12.0,120.0,All causes
2019,2020-06-20,Georgia,1734.0,1694.0,1587.0,40.0,147.0,All causes
2020,2020-06-27,Georgia,1787.0,1688.0,1583.0,99.0,204.0,All causes
2179,2020-01-04,Hawaii,240.0,282.0,249.0,0.0,0.0,All causes
2180,2020-01-11,Hawaii,241.0,281.0,248.0,0.0,0.0,All causes
2181,2020-01-18,Hawaii,214.0,282.0,249.0,0.0,0.0,All causes
2182,2020-01-25,Hawaii,242.0,275.0,243.0,0.0,0.0,All causes
2183,2020-02-01,Hawaii,242.0,277.0,245.0,0.0,0.0,All causes
2184,2020-02-08,Hawaii,238.0,273.0,241.0,0.0,0.0,All causes
2185,2020-02-15,Hawaii,285.0,274.0,242.0,11.0,43.0,All causes
2186,2020-02-22,Hawaii,251.0,277.0,245.0,0.0,6.0,All causes
2187,2020-02-29,Hawaii,240.0,282.0,250.0,0.0,0.0,All causes
2188,2020-03-07,Hawaii,242.0,280.0,247.0,0.0,0.0,All causes
2189,2020-03-14,Hawaii,246.0,279.0,247.0,0.0,0.0,All causes
2190,2020-03-21,Hawaii,215.0,280.0,248.0,0.0,0.0,All causes
2191,2020-03-28,Hawaii,237.0,276.0,244.0,0.0,0.0,All causes
2192,2020-04-04,Hawaii,237.0,267.0,235.0,0.0,2.0,All causes
2193,2020-04-11,Hawaii,224.0,263.0,231.0,0.0,0.0,All causes
2194,2020-04-18,Hawaii,214.0,259.0,227.0,0.0,0.0,All causes
2195,2020-04-25,Hawaii,203.0,257.0,226.0,0.0,0.0,All causes
2196,2020-05-02,Hawaii,225.0,254.0,223.0,0.0,2.0,All causes
2197,2020-05-09,Hawaii,212.0,257.0,227.0,0.0,0.0,All causes
2198,2020-05-16,Hawaii,233.0,256.0,225.0,0.0,8.0,All causes
2199,2020-05-23,Hawaii,212.0,254.0,223.0,0.0,0.0,All causes
2200,2020-05-30,Hawaii,204.0,254.0,223.0,0.0,0.0,All causes
2201,2020-06-06,Hawaii,219.0,255.0,224.0,0.0,0.0,All causes
2202,2020-06-13,Hawaii,202.0,253.0,223.0,0.0,0.0,All causes
2203,2020-06-20,Hawaii,249.0,254.0,223.0,0.0,26.0,All causes
2204,2020-06-27,Hawaii,239.0,256.0,225.0,0.0,14.0,All causes
2363,2020-01-04,Idaho,278.0,329.0,294.0,0.0,0.0,All causes
2364,2020-01-11,Idaho,292.0,328.0,293.0,0.0,0.0,All causes
2365,2020-01-18,Idaho,293.0,331.0,296.0,0.0,0.0,All causes
2366,2020-01-25,Idaho,275.0,330.0,295.0,0.0,0.0,All causes
2367,2020-02-01,Idaho,249.0,326.0,292.0,0.0,0.0,All causes
2368,2020-02-08,Idaho,295.0,329.0,294.0,0.0,1.0,All causes
2369,2020-02-15,Idaho,282.0,332.0,296.0,0.0,0.0,All causes
2370,2020-02-22,Idaho,321.0,332.0,297.0,0.0,24.0,All causes
2371,2020-02-29,Idaho,293.0,328.0,293.0,0.0,0.0,All causes
2372,2020-03-07,Idaho,281.0,329.0,294.0,0.0,0.0,All causes
2373,2020-03-14,Idaho,286.0,329.0,295.0,0.0,0.0,All causes
2374,2020-03-21,Idaho,311.0,327.0,292.0,0.0,19.0,All causes
2375,2020-03-28,Idaho,335.0,325.0,291.0,10.0,44.0,All causes
2376,2020-04-04,Idaho,274.0,327.0,292.0,0.0,0.0,All causes
2377,2020-04-11,Idaho,308.0,321.0,287.0,0.0,21.0,All causes
2378,2020-04-18,Idaho,287.0,318.0,284.0,0.0,3.0,All causes
2379,2020-04-25,Idaho,265.0,317.0,283.0,0.0,0.0,All causes
2380,2020-05-02,Idaho,254.0,310.0,277.0,0.0,0.0,All causes
2381,2020-05-09,Idaho,307.0,309.0,276.0,0.0,31.0,All causes
2382,2020-05-16,Idaho,272.0,313.0,279.0,0.0,0.0,All causes
2383,2020-05-23,Idaho,264.0,315.0,281.0,0.0,0.0,All causes
2384,2020-05-30,Idaho,280.0,312.0,278.0,0.0,2.0,All causes
2385,2020-06-06,Idaho,295.0,315.0,281.0,0.0,14.0,All causes
2386,2020-06-13,Idaho,293.0,311.0,278.0,0.0,15.0,All causes
2387,2020-06-20,Idaho,287.0,310.0,276.0,0.0,11.0,All causes
2388,2020-06-27,Idaho,302.0,306.0,273.0,0.0,29.0,All causes
2547,2020-01-04,Illinois,2190.0,2332.0,2189.0,0.0,1.0,All causes
2548,2020-01-11,Illinois,2250.0,2384.0,2232.0,0.0,18.0,All causes
2549,2020-01-18,Illinois,2231.0,2364.0,2224.0,0.0,7.0,All causes
2550,2020-01-25,Illinois,2200.0,2364.0,2224.0,0.0,0.0,All causes
2551,2020-02-01,Illinois,2138.0,2361.0,2216.0,0.0,0.0,All causes
2552,2020-02-08,Illinois,2239.0,2346.0,2204.0,0.0,35.0,All causes
2553,2020-02-15,Illinois,2225.0,2335.0,2193.0,0.0,32.0,All causes
2554,2020-02-22,Illinois,2211.0,2312.0,2178.0,0.0,33.0,All causes
2555,2020-02-29,Illinois,2216.0,2282.0,2155.0,0.0,61.0,All causes
2556,2020-03-07,Illinois,2259.0,2281.0,2144.0,0.0,115.0,All causes
2557,2020-03-14,Illinois,2201.0,2266.0,2123.0,0.0,78.0,All causes
